from_node_id,to_node_id,maxspeed,length,speed_kph,travel_time,bearing,geometry,highway_type,out_degree,in_degree,lanes
3705,2878,50,66.354,50.0,4.8,7.7,"LINESTRING (-8.634877700000001 41.1767851, -8.634789400000001 41.1772927, -8.634786 41.177309, -8.634772099999999 41.1773765)",4,3,2,2
3706,2880,0,89.845,44.4,7.3,321.5,"LINESTRING (-8.6310758 41.1769373, -8.631612799999999 41.1775319, -8.6317272 41.1775545)",3,3,1,0
3707,2876,0,86.62,44.4,7.0,104.2,"LINESTRING (-8.632337 41.1770614, -8.6321549 41.176878, -8.6320359 41.1767582, -8.631991899999999 41.176743, -8.6319397 41.1767461, -8.6315715 41.1769151)",3,3,1,0
3708,2883,0,62.745,44.4,5.1,1.0,"LINESTRING (-8.6336593 41.177629, -8.633646499999999 41.1781932)",3,4,1,0
3709,3710,0,166.568,39.2,15.3,79.7,"LINESTRING (-8.621527199999999 41.1743908, -8.621067699999999 41.1744538, -8.6196725 41.1746451, -8.6195691 41.1746584)",0,3,3,0
3709,4441,0,484.582,44.4,39.3,84.7,"LINESTRING (-8.621527199999999 41.1743908, -8.621367899999999 41.1741381, -8.6212582 41.1740115, -8.621167099999999 41.1739272, -8.620966299999999 41.1738533, -8.6207818 41.1738621, -8.620552999999999 41.1738885, -8.6195863 41.1740326, -8.6194205 41.1740519, -8.6189956 41.1740836, -8.618664000000001 41.1740924, -8.6183838 41.1741117, -8.618245399999999 41.1741258, -8.6181596 41.1741346, -8.618084400000001 41.174152, -8.618017200000001 41.1741855, -8.617983600000001 41.1742432, -8.6179714 41.1743161, -8.617972099999999 41.1744097, -8.6179539 41.1744878, -8.6179074 41.1745418, -8.617761399999999 41.1745758, -8.6173646 41.1746279, -8.6165758 41.1747369)",3,3,3,0
3709,4438,0,296.893,44.4,24.1,350.3,"LINESTRING (-8.621527199999999 41.1743908, -8.6215919 41.174498, -8.6216855 41.1746548, -8.6218606 41.1749553, -8.6218886 41.1750995, -8.6218971 41.175169, -8.621905 41.175233, -8.621919 41.175407, -8.621923600000001 41.1756214, -8.621947 41.1758253, -8.621981999999999 41.1760169, -8.6220731 41.1762524, -8.6221151 41.1763772, -8.6221128 41.1765213, -8.6221151 41.1769888)",3,1,3,0
3710,3331,0,33.43,44.4,2.7,349.0,"LINESTRING (-8.6195691 41.1746584, -8.6196321 41.174902, -8.6196454 41.1749535)",3,3,3,0
3710,1306,0,363.173,44.4,29.4,181.4,"LINESTRING (-8.6195691 41.1746584, -8.6194592 41.1743045, -8.6194506 41.1742234, -8.6194661 41.1741403, -8.619494599999999 41.1740205, -8.6195457 41.1738901, -8.619819700000001 41.1734811, -8.619860600000001 41.173379, -8.619891300000001 41.1733087, -8.6199014 41.1732534, -8.6199174 41.1731701, -8.619900899999999 41.1730306, -8.6198262 41.1727568, -8.6195852 41.1720873, -8.6196085 41.1720437, -8.619655 41.1720017, -8.6196667 41.1719557, -8.6196684 41.1715164)",3,2,3,0
3710,3709,0,166.568,39.2,15.3,259.7,"LINESTRING (-8.6195691 41.1746584, -8.6196725 41.1746451, -8.621067699999999 41.1744538, -8.621527199999999 41.1743908)",0,3,3,0
3711,1372,0,18.942,44.4,1.5,169.5,"LINESTRING (-8.616374799999999 41.1749365, -8.616333600000001 41.174769)",3,3,3,0
3711,544,0,51.451,44.4,4.2,350.2,"LINESTRING (-8.616374799999999 41.1749365, -8.6164799 41.1753924)",3,4,3,0
3712,3333,0,26.019,44.4,2.1,79.5,"LINESTRING (-8.619497000000001 41.1749743, -8.619191300000001 41.1750168)",3,3,3,0
3712,3319,0,27.507,39.2,2.5,353.2,"LINESTRING (-8.619497000000001 41.1749743, -8.619505 41.1750145, -8.619536099999999 41.1752199)",0,3,3,0
3712,3331,0,12.634,44.4,1.0,259.5,"LINESTRING (-8.619497000000001 41.1749743, -8.6195509 41.1749667, -8.6196454 41.1749535)",3,3,3,0
3713,3318,0,35.462,39.2,3.3,29.0,"LINESTRING (-8.6190125 41.1753052, -8.618807 41.1755841)",0,3,3,0
3713,3714,0,33.583,39.2,3.1,300.6,"LINESTRING (-8.6190125 41.1753052, -8.619357900000001 41.1754589)",0,3,3,0
3713,3333,0,36.185,39.2,3.3,205.0,"LINESTRING (-8.6190125 41.1753052, -8.6192001 41.1750491, -8.619191300000001 41.1750168)",0,3,3,0
3714,3317,0,34.181,39.2,3.1,30.0,"LINESTRING (-8.619357900000001 41.1754589, -8.619153900000001 41.1757252)",0,3,3,0
3714,3319,0,30.475,39.2,2.8,209.3,"LINESTRING (-8.619357900000001 41.1754589, -8.619536099999999 41.1752199)",0,3,3,0
3714,3713,0,33.583,39.2,3.1,120.6,"LINESTRING (-8.619357900000001 41.1754589, -8.6190125 41.1753052)",0,3,3,0
3715,1369,0,69.551,44.4,5.6,260.5,"LINESTRING (-8.615804499999999 41.1762748, -8.6166242 41.176172)",3,3,3,0
3715,1368,0,59.196,44.4,4.8,80.3,"LINESTRING (-8.615804499999999 41.1762748, -8.615715399999999 41.176286, -8.615107399999999 41.1763648)",3,3,3,0
3715,3719,0,81.371,44.4,6.6,350.6,"LINESTRING (-8.615804499999999 41.1762748, -8.615820100000001 41.1763605, -8.6158921 41.1766818, -8.615962700000001 41.1769968)",3,1,3,0
3716,3329,0,23.383,44.4,1.9,119.4,"LINESTRING (-8.618666599999999 41.1763631, -8.618423099999999 41.17626)",3,2,2,0
3716,3317,0,81.821,39.2,7.5,209.9,"LINESTRING (-8.618666599999999 41.1763631, -8.6189096 41.1760433, -8.619111699999999 41.1757792, -8.619153900000001 41.1757252)",0,3,2,0
3717,3720,0,46.426,39.2,4.3,29.7,"LINESTRING (-8.6196369 41.1767737, -8.619361899999999 41.1771363)",0,4,2,1
3717,3543,0,45.565,44.4,3.7,119.1,"LINESTRING (-8.6196369 41.1767737, -8.619256699999999 41.1766137, -8.6191966 41.1765885, -8.6191613 41.1765743)",3,1,2,0
3718,1369,0,95.518,44.4,7.7,193.3,"LINESTRING (-8.6163753 41.1769629, -8.616645500000001 41.176673, -8.616655099999999 41.1766143, -8.616668000000001 41.1765356, -8.616668000000001 41.1763605, -8.6166242 41.176172)",3,3,1,0
3719,3715,0,81.371,44.4,6.6,170.6,"LINESTRING (-8.615962700000001 41.1769968, -8.6158921 41.1766818, -8.615820100000001 41.1763605, -8.615804499999999 41.1762748)",3,3,1,0
3720,3336,0,46.007,39.2,4.2,119.0,"LINESTRING (-8.619361899999999 41.1771363, -8.618881200000001 41.1769356)",0,2,4,0
3720,3340,0,23.01,39.2,2.1,299.0,"LINESTRING (-8.619361899999999 41.1771363, -8.6196023 41.1772367)",0,3,4,0
3720,3727,0,88.546,39.2,8.1,30.2,"LINESTRING (-8.619361899999999 41.1771363, -8.6188301 41.1778247)",0,4,4,1
3720,3717,0,46.426,39.2,4.3,209.7,"LINESTRING (-8.619361899999999 41.1771363, -8.6196369 41.1767737)",0,2,4,1
3721,4375,0,6.903,44.4,0.6,300.6,"LINESTRING (-8.6185566 41.177247, -8.6186276 41.1772786)",3,2,3,0
3721,4377,0,28.739,44.4,2.3,29.8,"LINESTRING (-8.6185566 41.177247, -8.618385999999999 41.1774713)",3,2,3,0
3721,4371,0,19.108,39.2,1.8,119.3,"LINESTRING (-8.6185566 41.177247, -8.618501999999999 41.177225, -8.6183576 41.1771628)",0,3,3,0
3722,3338,0,107.372,44.4,8.7,334.7,"LINESTRING (-8.617612899999999 41.177311, -8.617371500000001 41.1776347, -8.617372700000001 41.1776581, -8.6173986 41.1776807, -8.6180179 41.1779556)",3,2,2,0
3722,4374,0,19.755,39.2,1.8,298.5,"LINESTRING (-8.617612899999999 41.177311, -8.617661999999999 41.1773316, -8.6178203 41.1773958)",0,3,2,0
3723,2944,0,70.714,44.4,5.7,210.2,"LINESTRING (-8.6211007 41.1774975, -8.6214706 41.1770196, -8.621489800000001 41.1769948, -8.621525999999999 41.176948)",3,3,1,0
3724,3338,0,45.81,44.4,3.7,29.8,"LINESTRING (-8.6182897 41.177598, -8.6180179 41.1779556)",3,2,2,0
3724,4373,0,21.382,39.2,2.0,119.6,"LINESTRING (-8.6182897 41.177598, -8.6182535 41.1775823, -8.6180675 41.1775031)",0,3,2,0
3725,4376,0,15.366,44.4,1.2,209.4,"LINESTRING (-8.6183692 41.1776239, -8.6184593 41.1775035)",3,2,2,0
3725,4378,0,17.524,39.2,1.6,301.0,"LINESTRING (-8.6183692 41.1776239, -8.618415000000001 41.1776428, -8.6185486 41.1777051)",0,3,2,0
3726,2945,0,133.653,44.4,10.8,82.7,"LINESTRING (-8.6210022 41.1776248, -8.620662100000001 41.178064, -8.619850599999999 41.1777353)",3,3,1,0
3727,3720,0,88.546,39.2,8.1,210.2,"LINESTRING (-8.6188301 41.1778247, -8.619361899999999 41.1771363)",0,4,4,1
3727,3728,0,94.167,39.2,8.6,29.8,"LINESTRING (-8.6188301 41.1778247, -8.6183 41.1785126, -8.6182716 41.1785596)",0,3,4,1
3727,4378,0,28.279,39.2,2.6,119.4,"LINESTRING (-8.6188301 41.1778247, -8.6187813 41.1778277, -8.6185977 41.1777526, -8.6185486 41.1777051)",0,3,4,0
3727,4378,0,28.814,39.2,2.6,119.4,"LINESTRING (-8.6188301 41.1778247, -8.6188181 41.1777896, -8.6186253 41.1777115, -8.6185486 41.1777051)",0,3,4,0
3728,1300,0,15.942,44.4,1.3,282.3,"LINESTRING (-8.6182716 41.1785596, -8.6184577 41.1785902)",3,3,3,0
3728,1299,0,51.656,44.4,4.2,102.8,"LINESTRING (-8.6182716 41.1785596, -8.617859899999999 41.1784919, -8.6176697 41.1784569)",3,3,3,0
3728,3727,0,94.167,39.2,8.6,209.8,"LINESTRING (-8.6182716 41.1785596, -8.6183 41.1785126, -8.6188301 41.1778247)",0,4,3,1
3729,4716,0,15.044,44.4,1.2,339.6,"LINESTRING (-8.623901399999999 41.1786444, -8.6239641 41.1787712)",3,1,3,0
3729,2937,0,374.292,44.4,30.3,274.9,"LINESTRING (-8.623901399999999 41.1786444, -8.6235277 41.1791364, -8.623521800000001 41.1791825, -8.623537600000001 41.1792123, -8.6239835 41.1795987, -8.6240615 41.1796334, -8.6241386 41.179626, -8.624330199999999 41.179566, -8.6246527 41.179465, -8.626693 41.1788258)",3,3,3,0
3729,2938,0,112.709,44.4,9.1,209.6,"LINESTRING (-8.623901399999999 41.1786444, -8.62433 41.1780802, -8.6245669 41.1777632)",3,3,3,0
3730,2920,0,139.347,39.2,12.8,116.9,"LINESTRING (-8.635444100000001 41.1490188, -8.6351946 41.1489087, -8.6346287 41.1485866, -8.634518699999999 41.1485381, -8.6344651 41.1485179, -8.6343459 41.1484754, -8.6341015 41.1484453, -8.6340083 41.1484698)",0,3,1,0
3731,3732,0,31.48,39.2,2.9,154.4,"LINESTRING (-8.6347038 41.1484836, -8.6347092 41.1484371, -8.634684999999999 41.1483887, -8.6345464 41.1482363)",0,3,1,0
3732,1593,0,150.003,39.2,13.8,274.3,"LINESTRING (-8.6345464 41.1482363, -8.634801100000001 41.1483075, -8.635108600000001 41.1483808, -8.6352397 41.1483836, -8.6355491 41.1483329, -8.635710400000001 41.1483162, -8.6359108 41.1483202, -8.6362317 41.1483456, -8.636293800000001 41.1483356)",0,3,3,0
3732,1592,0,114.812,39.2,10.5,113.6,"LINESTRING (-8.6345464 41.1482363, -8.634506099999999 41.1482253, -8.6341421 41.1481615, -8.633800799999999 41.1481554, -8.633743300000001 41.148151, -8.633680999999999 41.1481386, -8.633373300000001 41.1478505)",0,2,3,0
3732,3731,0,31.48,39.2,2.9,334.4,"LINESTRING (-8.6345464 41.1482363, -8.634684999999999 41.1483887, -8.6347092 41.1484371, -8.6347038 41.1484836)",0,1,3,0
3733,2722,0,42.944,44.4,3.5,213.6,"LINESTRING (-8.5663445 41.1605294, -8.5663812 41.1604835, -8.566477900000001 41.1602959, -8.5664984 41.1602602, -8.566512700000001 41.1602492, -8.566531100000001 41.1602414, -8.566610499999999 41.1602282)",3,4,3,0
3733,4646,0,62.791,44.4,5.1,26.0,"LINESTRING (-8.5663445 41.1605294, -8.566289599999999 41.1605838, -8.5661109 41.1608602, -8.5660162 41.1610352)",3,2,3,0
3733,4643,0,48.68,44.4,3.9,121.4,"LINESTRING (-8.5663445 41.1605294, -8.5662676 41.16047, -8.566085299999999 41.1603741, -8.5659606 41.1603125, -8.5659042 41.1603077, -8.565861200000001 41.1603069)",3,3,3,0
3734,4668,0,17.487,44.4,1.4,180.0,"LINESTRING (-8.565664399999999 41.1602307, -8.565644499999999 41.1601922, -8.565639900000001 41.1601473, -8.5656643 41.1600788)",3,3,3,0
3734,4643,0,18.9,44.4,1.5,297.2,"LINESTRING (-8.565664399999999 41.1602307, -8.5657192 41.1602659, -8.565777799999999 41.1602918, -8.565861200000001 41.1603069)",3,3,3,0
3734,4883,0,46.753,44.4,3.8,84.9,"LINESTRING (-8.565664399999999 41.1602307, -8.565576800000001 41.160231, -8.565534400000001 41.1602262, -8.5654415 41.1602007, -8.565375899999999 41.1602281, -8.5652715 41.1602759, -8.565229199999999 41.1602933, -8.565200300000001 41.1602918, -8.5651817 41.16028, -8.5651587 41.160265)",3,1,3,0
3735,3519,0,6.016,44.4,0.5,128.7,"LINESTRING (-8.574468400000001 41.1446706, -8.574412300000001 41.1446368)",3,3,1,2
3736,21,50,120.637,50.0,8.7,0.8,"LINESTRING (-8.612206799999999 41.1460915, -8.612186100000001 41.1471763)",3,2,1,0
3737,1585,0,7.068,43.6,0.6,134.3,"LINESTRING (-8.631584399999999 41.146222, -8.631524000000001 41.1461776)",2,3,3,3
3737,1584,0,24.359,43.6,2.0,310.2,"LINESTRING (-8.631584399999999 41.146222, -8.6316434 41.1462596, -8.631806600000001 41.1463634)",2,2,3,3
3738,3737,0,21.043,48.6,1.6,226.8,"LINESTRING (-8.6314028 41.1463504, -8.6314305 41.1463383, -8.6314531 41.1463285, -8.631511700000001 41.1462861, -8.631584399999999 41.146222)",4,2,1,0
3738,1584,0,33.843,48.6,2.5,272.4,"LINESTRING (-8.6314028 41.1463504, -8.631451999999999 41.1463526, -8.6314894 41.1463534, -8.631592100000001 41.1463571, -8.631806600000001 41.1463634)",4,2,1,0
3739,4609,0,7.689,39.2,0.7,153.4,"LINESTRING (-8.630426 41.1473745, -8.630409800000001 41.1473383, -8.6303854 41.1473134)",0,3,1,0
3740,2384,0,32.175,44.4,2.6,280.8,"LINESTRING (-8.6254153 41.1486163, -8.625514600000001 41.1486248, -8.6257924 41.1486704)",3,1,2,0
3740,3092,0,92.925,48.6,6.9,113.0,"LINESTRING (-8.6254153 41.1486163, -8.625349699999999 41.1485601, -8.625270799999999 41.1485149, -8.6251806 41.1484776, -8.624758999999999 41.1483672, -8.624618099999999 41.1483295, -8.6244105 41.1482953)",4,2,2,2
3741,3742,0,9.854,50.0,0.7,24.9,"LINESTRING (-8.632441099999999 41.1526395, -8.6323916 41.1527199)",4,2,2,1
3741,2540,0,15.14,48.6,1.1,90.8,"LINESTRING (-8.632441099999999 41.1526395, -8.6323878 41.1526386, -8.6322603 41.1526376)",4,1,2,1
3742,2541,0,35.569,48.6,2.6,264.3,"LINESTRING (-8.6323916 41.1527199, -8.632466300000001 41.1527113, -8.632635199999999 41.1526917, -8.632813499999999 41.152688)",4,1,2,1
3742,2543,0,19.063,50.0,1.4,25.4,"LINESTRING (-8.6323916 41.1527199, -8.6323712 41.152755, -8.632294099999999 41.1528748)",4,1,2,1
3743,3450,0,38.882,43.6,3.2,66.1,"LINESTRING (-8.6157409 41.1406333, -8.615482200000001 41.1407199, -8.6154131 41.1407407, -8.6153165 41.140775)",2,3,3,0
3743,516,50,157.759,50.0,11.4,282.5,"LINESTRING (-8.6157409 41.1406333, -8.6160216 41.1405362, -8.6160826 41.1405194, -8.616189200000001 41.14049, -8.616321299999999 41.1404856, -8.616345900000001 41.1404877, -8.6164684 41.1404984, -8.6165973 41.1405354, -8.616881299999999 41.1406649, -8.6174342 41.1409169)",2,2,3,2
3743,518,0,53.542,44.4,4.3,283.5,"LINESTRING (-8.6157409 41.1406333, -8.6157735 41.1406844, -8.6157939 41.1406906, -8.615815 41.1406953, -8.6158678 41.1406973, -8.616106 41.1407023, -8.6162303 41.1407161, -8.616328899999999 41.1407393)",3,1,3,0
3744,4699,0,71.103,44.4,5.8,317.5,"LINESTRING (-8.616506599999999 41.1407926, -8.6166576 41.140949, -8.6167698 41.1410415, -8.6169081 41.141145, -8.6170788 41.1412622)",3,3,1,0
3745,3865,50,340.939,50.0,24.5,283.3,"LINESTRING (-8.607286500000001 41.1456785, -8.607266600000001 41.1456965, -8.6070923 41.1458776, -8.6070666 41.1459121, -8.6070534 41.1459473, -8.607049399999999 41.1459887, -8.6070507 41.146019, -8.6070584 41.146066, -8.607063500000001 41.1460884, -8.607083100000001 41.1461152, -8.6071089 41.146163, -8.6072633 41.1461575, -8.608815999999999 41.1461305, -8.610181000000001 41.1461081, -8.610249100000001 41.1461081, -8.610302600000001 41.1461225, -8.610328900000001 41.1461434, -8.610348999999999 41.1461836, -8.610353099999999 41.1462224)",5,1,2,1
3745,3430,0,206.355,39.2,19.0,70.6,"LINESTRING (-8.607286500000001 41.1456785, -8.607281199999999 41.1456651, -8.607269799999999 41.1456363, -8.6072577 41.1456092, -8.6072235 41.1455798, -8.6071779 41.1455687, -8.6071417 41.1455667, -8.607104400000001 41.1455787, -8.6065416 41.1459126, -8.6064679 41.1459564, -8.605531300000001 41.1461779, -8.605142600000001 41.1462464)",0,2,2,0
3746,512,0,96.507,44.4,7.8,121.4,"LINESTRING (-8.6094084 41.1482201, -8.6093115 41.148132, -8.6091449 41.1480299, -8.608560900000001 41.1478165, -8.608436899999999 41.1477731)",3,2,2,1
3747,4434,0,126.752,43.6,10.5,219.5,"LINESTRING (-8.598468199999999 41.1501293, -8.598612599999999 41.1500336, -8.5988156 41.1498936, -8.5990482 41.1497332, -8.5992408 41.149605, -8.5993619 41.1495212, -8.599400599999999 41.1494683, -8.599415799999999 41.1494446, -8.599421700000001 41.14943, -8.599426299999999 41.1494105, -8.5994256 41.1493947, -8.5994188 41.149379, -8.5993941 41.149348, -8.599360000000001 41.149314)",2,1,2,2
3748,142,0,55.615,48.6,4.1,213.5,"LINESTRING (-8.6298586 41.1586897, -8.629890100000001 41.1586637, -8.6300233 41.1585538, -8.6301611 41.1583874, -8.6302018 41.1583229, -8.6302214 41.1582765)",4,2,2,3
3749,4862,0,183.342,48.6,13.6,149.3,"LINESTRING (-8.628557799999999 41.1570493, -8.628462000000001 41.1569214, -8.628000500000001 41.1563407, -8.627579000000001 41.1558104, -8.627501499999999 41.1557175, -8.6274625 41.1556654, -8.6274386 41.1556322)",4,2,2,4
3749,195,0,75.999,48.6,5.6,39.1,"LINESTRING (-8.628557799999999 41.1570493, -8.628324299999999 41.1571563, -8.628229599999999 41.1572355, -8.6281617 41.1573067, -8.6280404 41.1574779, -8.6280032 41.1575628)",4,2,2,3
3750,285,50,323.46,50.0,23.3,60.1,"LINESTRING (-8.628012399999999 41.1584204, -8.6278658 41.1584882, -8.627247199999999 41.1587624, -8.6267356 41.1589808, -8.6252412 41.1596317, -8.624808 41.1598154, -8.624662300000001 41.1598688)",5,4,2,3
3750,4840,0,114.157,48.6,8.5,298.3,"LINESTRING (-8.628012399999999 41.1584204, -8.6281003 41.1585094, -8.6281637 41.1585737, -8.628351800000001 41.1587017, -8.628569600000001 41.1587995, -8.6287334 41.1588461, -8.628784599999999 41.1588568, -8.6289509 41.1588771, -8.6291139 41.1588854, -8.6291566 41.1588846)",4,2,2,3
3752,3393,0,5.212,44.4,0.4,153.4,"LINESTRING (-8.612061000000001 41.145401, -8.6120331 41.1453591)",3,1,0,0
3753,943,0,286.62,44.4,23.2,15.4,"LINESTRING (-8.5934721 41.1714046, -8.5934136 41.1714599, -8.5933818 41.1715305, -8.593389500000001 41.1715952, -8.5934673 41.1718435, -8.593458999999999 41.1719341, -8.5933505 41.1720991, -8.593090699999999 41.1724498, -8.593014999999999 41.1725618, -8.592876 41.1728554, -8.5927179 41.1732325, -8.5926987 41.1732782, -8.5926648 41.1733356, -8.5925876 41.1738245)",3,2,1,0
3754,1263,0,10.859,44.4,0.9,13.6,"LINESTRING (-8.6427239 41.1651003, -8.642693299999999 41.1651952)",3,2,3,3
3754,2301,0,91.667,48.6,6.8,102.5,"LINESTRING (-8.6427239 41.1651003, -8.6425278 41.1650683, -8.642077799999999 41.1649949, -8.641917400000001 41.1649688, -8.6416547 41.1649223)",4,2,3,2
3754,2042,0,208.553,44.4,16.9,193.5,"LINESTRING (-8.6427239 41.1651003, -8.642766 41.1649839, -8.6427991 41.1648737, -8.642982 41.1642983, -8.643216799999999 41.1635586, -8.643304199999999 41.1632764)",3,2,3,3
3755,1334,0,46.762,43.6,3.9,101.9,"LINESTRING (-8.5901797 41.1797814, -8.589946100000001 41.1797321, -8.5897044 41.1797018, -8.589633900000001 41.1796948)",2,1,1,2
3755,3756,0,31.312,43.3,2.6,96.1,"LINESTRING (-8.5901797 41.1797814, -8.589975600000001 41.1797811, -8.589810099999999 41.1797517)",2,0,1,1
3757,4873,0,65.795,48.6,4.9,5.1,"LINESTRING (-8.645362499999999 41.1570127, -8.645310800000001 41.1573123, -8.645294 41.1574489, -8.645293799999999 41.1575623, -8.6452934 41.1576013)",4,1,2,2
3758,3245,0,34.168,39.2,3.1,312.6,"LINESTRING (-8.5927626 41.1535956, -8.592786200000001 41.1536076, -8.5930629 41.1538033)",0,3,1,0
3759,2362,0,114.631,44.4,9.3,332.7,"LINESTRING (-8.6517374 41.1590332, -8.652365100000001 41.1599494)",3,3,3,0
3759,3760,0,42.405,44.4,3.4,62.4,"LINESTRING (-8.6517374 41.1590332, -8.651288600000001 41.15921)",3,3,3,0
3759,3760,0,75.031,44.4,6.1,62.4,"LINESTRING (-8.6517374 41.1590332, -8.651699199999999 41.1589741, -8.651232500000001 41.1589599, -8.651232500000001 41.1590912, -8.651288600000001 41.15921)",3,3,3,0
3760,3759,0,42.405,44.4,3.4,242.4,"LINESTRING (-8.651288600000001 41.15921, -8.6517374 41.1590332)",3,3,3,0
3760,3759,0,75.031,44.4,6.1,242.4,"LINESTRING (-8.651288600000001 41.15921, -8.651232500000001 41.1590912, -8.651232500000001 41.1589599, -8.651699199999999 41.1589741, -8.6517374 41.1590332)",3,3,3,0
3760,2361,0,114.895,44.4,9.3,333.2,"LINESTRING (-8.651288600000001 41.15921, -8.651907899999999 41.1601321)",3,3,3,0
3761,3762,0,23.813,46.2,1.9,329.8,"LINESTRING (-8.5990345 41.1783359, -8.5990898 41.178435, -8.5991763 41.1785195)",5,1,1,0
3761,3763,0,31.939,48.6,2.4,20.6,"LINESTRING (-8.5990345 41.1783359, -8.5989632 41.1784709, -8.598900199999999 41.1786047)",4,2,1,2
3762,1289,0,534.99,46.2,41.7,290.8,"LINESTRING (-8.5991763 41.1785195, -8.5995405 41.1786298, -8.6000277 41.1787773, -8.6002653 41.1788492, -8.6011317 41.1790929, -8.6012828 41.1791371, -8.6030978 41.1796526, -8.604330900000001 41.1800027, -8.604350200000001 41.1800082, -8.6044853 41.1800466, -8.6048478 41.1801466, -8.6049492 41.1801746, -8.605022 41.1801952, -8.605059799999999 41.1802052, -8.6051506 41.1802304)",5,1,2,2
3763,3762,0,25.066,46.2,2.0,247.7,"LINESTRING (-8.598900199999999 41.1786047, -8.599046400000001 41.1785492, -8.5991763 41.1785195)",5,1,2,1
3763,3793,0,128.869,48.6,9.5,19.6,"LINESTRING (-8.598900199999999 41.1786047, -8.5986876 41.1790408, -8.5984804 41.1794886, -8.598458900000001 41.1795349, -8.598435800000001 41.1795851, -8.5983842 41.1796966)",4,2,2,3
3764,189,0,21.272,44.4,1.7,239.2,"LINESTRING (-8.601206700000001 41.1835519, -8.601425000000001 41.1834539)",3,1,2,0
3764,3765,0,77.587,44.4,6.3,12.1,"LINESTRING (-8.601206700000001 41.1835519, -8.601194 41.1835842, -8.601017499999999 41.184041, -8.6009949 41.1841519, -8.6010145 41.1842266)",3,3,2,0
3765,1293,0,32.908,44.4,2.7,352.5,"LINESTRING (-8.6010145 41.1842266, -8.601065999999999 41.18452)",3,3,3,0
3765,3764,0,77.587,44.4,6.3,192.1,"LINESTRING (-8.6010145 41.1842266, -8.6009949 41.1841519, -8.601017499999999 41.184041, -8.601194 41.1835842, -8.601206700000001 41.1835519)",3,2,3,0
3765,3766,0,31.495,44.4,2.6,306.9,"LINESTRING (-8.6010145 41.1842266, -8.601088300000001 41.1842998, -8.6011574 41.1843431, -8.6011819 41.1843523, -8.6012279 41.1843696, -8.601307800000001 41.1843926)",3,3,3,0
3766,1294,0,114.138,44.4,9.3,286.2,"LINESTRING (-8.601307800000001 41.1843926, -8.6021456 41.1845755, -8.6021757 41.1845821, -8.6024612 41.1846444, -8.6025098 41.184655, -8.6026177 41.1846786)",3,3,3,0
3766,1293,0,25.171,44.4,2.0,55.0,"LINESTRING (-8.601307800000001 41.1843926, -8.601231200000001 41.1844191, -8.601164000000001 41.1844456, -8.6011115 41.1844749, -8.601065999999999 41.18452)",3,3,3,0
3766,3765,0,31.495,44.4,2.6,126.9,"LINESTRING (-8.601307800000001 41.1843926, -8.6012279 41.1843696, -8.6011819 41.1843523, -8.6011574 41.1843431, -8.601088300000001 41.1842998, -8.6010145 41.1842266)",3,3,3,0
3767,3772,0,96.844,39.2,8.9,17.0,"LINESTRING (-8.5812363 41.1668799, -8.580898100000001 41.1677128)",0,3,3,0
3767,3768,0,17.953,39.2,1.6,290.1,"LINESTRING (-8.5812363 41.1668799, -8.5814377 41.1669354)",0,3,3,0
3767,3771,0,106.727,39.2,9.8,27.8,"LINESTRING (-8.5812363 41.1668799, -8.581153199999999 41.1668779, -8.581080099999999 41.1668835, -8.581043899999999 41.1668914, -8.581007700000001 41.1669064, -8.580982199999999 41.1669314, -8.580895099999999 41.1671706, -8.5806959 41.1676506)",0,3,3,0
3768,3769,0,62.455,39.2,5.7,17.0,"LINESTRING (-8.5814377 41.1669354, -8.581219000000001 41.1674724)",0,3,3,0
3768,3767,0,17.953,39.2,1.6,110.1,"LINESTRING (-8.5814377 41.1669354, -8.5812363 41.1668799)",0,3,3,0
3768,3770,0,73.456,39.2,6.7,1.0,"LINESTRING (-8.5814377 41.1669354, -8.581460999999999 41.1669521, -8.5814716 41.1669743, -8.5814874 41.1670289, -8.5814916 41.1670639, -8.5815731 41.1670872, -8.5815801 41.1670903, -8.581584100000001 41.1670981, -8.5815853 41.1671058, -8.5815821 41.1671231, -8.5814237 41.1675221)",0,3,3,0
3769,3770,0,18.004,39.2,1.7,287.9,"LINESTRING (-8.581219000000001 41.1674724, -8.5814237 41.1675221)",0,3,3,0
3769,3768,0,62.455,39.2,5.7,197.0,"LINESTRING (-8.581219000000001 41.1674724, -8.5814377 41.1669354)",0,3,3,0
3769,3773,0,33.407,39.2,3.1,17.8,"LINESTRING (-8.581219000000001 41.1674724, -8.5810972 41.1677585)",0,3,3,0
3770,3769,0,18.004,39.2,1.7,107.9,"LINESTRING (-8.5814237 41.1675221, -8.581219000000001 41.1674724)",0,3,3,0
3770,839,0,39.79,39.2,3.7,12.6,"LINESTRING (-8.5814237 41.1675221, -8.5813454 41.1677564, -8.581320399999999 41.1678711)",0,4,3,0
3770,3768,0,73.456,39.2,6.7,181.0,"LINESTRING (-8.5814237 41.1675221, -8.5815821 41.1671231, -8.5815853 41.1671058, -8.581584100000001 41.1670981, -8.5815801 41.1670903, -8.5815731 41.1670872, -8.5814916 41.1670639, -8.5814874 41.1670289, -8.5814716 41.1669743, -8.581460999999999 41.1669521, -8.5814377 41.1669354)",0,3,3,0
